"﻿""カードID(内部ID)""",カードハッシュ,カードID(モバゲーID),カード名,カード別名,アイドルID(内部ID),アイドル名,属性,レアリティ,特訓後,身長,体重,バストサイズ,ウエストサイズ,ヒップサイズ,コスト,初期攻,初期守,最大攻(推定値),最大守(推定値),特技名,メイン特技効果,ダブル特技効果,アイプロ育成アイドル,フリートレード制限中,システム追加日時
2092,fd618c95410cbe5a4707aae30fc701a7,1236201,[クリスマスホリデー]榊原里美,,49,榊原里美,Cute,R,False,162,45,91,56,86,13,2900,2100,7613,5513,ﾍﾟﾛｯとｸﾘｰﾐｰ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2093,6adc9589ce34a8eb9d66ac71104e704e,1336202,[クリスマスホリデー]榊原里美+,,49,榊原里美,Cute,R+,True,162,45,91,56,86,13,3480,2520,11529,8349,ﾍﾟﾛｯとｸﾘｰﾐｰ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2094,e18514ef643899d859cf22fa6d28d9ad,1338502,[フォトジェニックバラエティ]榊原里美+,,49,榊原里美,Cute,R+,True,162,45,91,56,86,14,3800,3700,10925,10638,ふわあまﾌﾟﾗﾝ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1～2人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2095,665f8311dc5ac353dbab012bdc91f241,1402101,[スプラッシュボディ]榊原里美,,49,榊原里美,Cute,SR,False,162,45,91,56,86,16,3800,3400,9975,8925,天然ｱﾋﾟｰﾙ,ｷｭｰﾄﾀｲﾌﾟの攻 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2096,b188872f23583254256ebb336480a02a,1502102,[スプラッシュボディ]榊原里美+,,49,榊原里美,Cute,SR+,True,162,45,91,56,86,16,4560,4080,15106,13517,天然ｱﾋﾟｰﾙ,ｷｭｰﾄﾀｲﾌﾟの攻 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2097,dfdaeee13d94f788e2301b207dd20c03,1410101,[シュガーリーボディ]榊原里美,,49,榊原里美,Cute,SR,False,162,45,91,56,86,19,4480,4340,11760,11393,あまあまﾄｰｸ,ｷｭｰﾄ･ｸｰﾙﾀｲﾌﾟの攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2098,f556daf2e4618d563405a10d77c33a91,1510102,[シュガーリーボディ]榊原里美+,,49,榊原里美,Cute,SR+,True,162,45,91,56,86,19,5376,5208,17808,17253,あまあまﾄｰｸ,ｷｭｰﾄ･ｸｰﾙﾀｲﾌﾟの攻守 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2099,d36af7a953650e82735fa3de1fe95bbb,1420001,[スウィート・ロワイヤル]榊原里美,,49,榊原里美,Cute,SR,False,162,45,91,56,86,18,4300,4100,11288,10763,ゆるあまｽﾄﾚｯﾁ,ｷｭｰﾄ･ｸｰﾙﾀｲﾌﾟの攻 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2100,a2014a0c6b69ec002f9f8795e01be8fc,1520002,[スウィート・ロワイヤル]榊原里美+,,49,榊原里美,Cute,SR+,True,162,45,91,56,86,18,5160,4920,17093,16299,ゆるあまｽﾄﾚｯﾁ,ｷｭｰﾄ･ｸｰﾙﾀｲﾌﾟの攻 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2101,190de0bebd3334545f163e7279d80e28,1434601,[ゆるあまチアー]榊原里美,,49,榊原里美,Cute,SR,False,162,45,91,56,86,19,4340,4520,11393,11865,ｺｰﾗﾙﾎﾞｲｽ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2102,f5513ccc6e9fbd159a8a1c770341ca42,1534602,[ゆるあまチアー]榊原里美+,,49,榊原里美,Cute,SR+,True,162,45,91,56,86,19,5208,5424,17253,17968,ｺｰﾗﾙﾎﾞｲｽ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2103,cf0f5af872286b4401c644ad570b1401,2002601,鷺沢文香,,89,鷺沢文香,Cool,N,False,162,45,84,54,81,11,880,1400,2310,3675,ｸｰﾘｯｼｭｱｸﾄ,,,False,False,2018/10/09 05:41:55
2104,7e5915c0369bb67f9240d3b0a501a2e5,2102602,鷺沢文香+,,89,鷺沢文香,Cool,N+,True,162,45,84,54,81,11,1056,1680,3498,5566,ｸｰﾘｯｼｭｱｸﾄ,,,False,False,2018/10/09 05:41:55
2105,ced7d4f37c325fd9e001d90e359b17b1,2212001,[新たな一歩]鷺沢文香,,89,鷺沢文香,Cool,R,False,162,45,84,54,81,13,2440,2580,6405,6773,小さな目覚め,ｷｭｰﾄ･ｸｰﾙﾀｲﾌﾟの攻守 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2106,b6d1d6f360b6bc3660dc54fbc3fe7df0,2312002,[新たな一歩]鷺沢文香+,,89,鷺沢文香,Cool,R+,True,162,45,84,54,81,13,2928,3096,9700,10257,小さな目覚め,ｷｭｰﾄ･ｸｰﾙﾀｲﾌﾟの攻守 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2107,ce511e82689c364d20fec5608adc6cf3,2412001,[紙背の想い人]鷺沢文香,,89,鷺沢文香,Cool,SR,False,162,45,84,54,81,19,4660,4520,12233,11865,言の葉の音色,全ﾀｲﾌﾟの攻守 ﾗﾝﾀﾞﾑで特大～極大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:55
2108,5a726b8a757f4b8cf9119dfa675816b5,2512002,[紙背の想い人]鷺沢文香+,,89,鷺沢文香,Cool,SR+,True,162,45,84,54,81,19,5592,5424,18525,17968,言の葉の音色,全ﾀｲﾌﾟの攻守 ﾗﾝﾀﾞﾑで極大～絶大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:55
2109,96b6a60c3303906015d4032211e4b079,2416501,[紺碧の境界]鷺沢文香,,89,鷺沢文香,Cool,SR,False,162,45,84,54,81,20,5880,4220,15435,11078,夏風の色彩,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2110,ea4fe8c4505af919b7191de04b281b93,2516502,[紺碧の境界]鷺沢文香+,,89,鷺沢文香,Cool,SR+,True,162,45,84,54,81,20,7056,5064,23374,16775,夏風の色彩,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2111,1106c281db2655156a8e08432d9ab567,2421201,[一瞬の誘惑]鷺沢文香,,89,鷺沢文香,Cool,SR,False,162,45,84,54,81,20,6020,4300,15803,11288,精一杯の演技,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2112,d6cce24ee78944325364cd30bd20fdf5,2521202,[一瞬の誘惑]鷺沢文香+,,89,鷺沢文香,Cool,SR+,True,162,45,84,54,81,20,7224,5160,23931,17093,精一杯の演技,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2113,8e7cde57106b127e4b8fc0970cb6d65d,2421301,[CDデビュー]鷺沢文香,,89,鷺沢文香,Cool,SR,False,162,45,84,54,81,13,3140,2380,8243,6248,Bright Blue,ｸｰﾙﾀｲﾌﾟの攻守 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2114,5f4cadb282c332c2de83ff248ce9bb37,2521302,[CDデビュー]鷺沢文香+,,89,鷺沢文香,Cool,SR+,True,162,45,84,54,81,13,3768,2856,12483,9461,Bright Blue,ｸｰﾙﾀｲﾌﾟの攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2115,a883d6a1227bd31f1677b3b616b2c285,2431101,[美粧の煌めき]鷺沢文香,,89,鷺沢文香,Cool,SR,False,162,45,84,54,81,22,5900,5760,15488,15120,秘めた彩り,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4～5人の攻守 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2116,f9bd60aeeb955a43395e2383c6cde17f,2531102,[美粧の煌めき]鷺沢文香+,,89,鷺沢文香,Cool,SR+,True,162,45,84,54,81,22,7080,6912,23453,22896,秘めた彩り,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4～5人の攻守 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2117,fd0a7dfded17e71db2b50a36b4fbfd59,2434001,[幽玄の馨香]鷺沢文香,,89,鷺沢文香,Cool,SR,False,162,45,84,54,81,22,6740,4720,17693,12390,薫る風,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 ﾗﾝﾀﾞﾑで極大～絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2118,1070f27d097b076cfb92c9f35232b43e,2534002,[幽玄の馨香]鷺沢文香+,,89,鷺沢文香,Cool,SR+,True,162,45,84,54,81,22,8088,5664,26793,18762,薫る風,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 ﾗﾝﾀﾞﾑで絶大～超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2119,6e063bdc942ad4b54e2bbca4a78c8954,2436301,[5thアニバーサリー]鷺沢文香,,89,鷺沢文香,Cool,SR,False,162,45,84,54,81,20,11400,11100,29926,29138,ﾒﾓﾘｱﾙﾚﾀｰ,,,True,True,2018/10/09 05:41:55
2120,9da100987158cfe8ebba9397d3a982a5,2536302,[5thアニバーサリー]鷺沢文香+,,89,鷺沢文香,Cool,SR+,True,162,45,84,54,81,20,11400,11100,45316,44124,ﾒﾓﾘｱﾙﾚﾀｰ,,,True,True,2018/10/09 05:41:55
2121,611fb0f2780409db7dd4c429850216dd,2436401,[5thアニバーサリー・S]鷺沢文香,,89,鷺沢文香,Cool,SR,False,162,45,84,54,81,20,11400,11100,29926,29138,ﾒﾓﾘｱﾙﾚﾀｰ,,,True,True,2018/10/09 05:41:55
2122,bd02113f22c12494c713a43bcc0c8e90,2536402,[5thアニバーサリー・S]鷺沢文香+,,89,鷺沢文香,Cool,SR+,True,162,45,84,54,81,20,11400,11100,45316,44124,ﾒﾓﾘｱﾙﾚﾀｰ,,,True,True,2018/10/09 05:41:55
2123,bc0543756e6e7d6189a870046b7ae4a1,2440501,[華燭の水無月]鷺沢文香,,89,鷺沢文香,Cool,SR,False,162,45,84,54,81,23,7240,5560,19005,14595,風の契り,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2124,4b7ca3e2cc6bfae71fa31a7e60ea8a3d,2540502,[華燭の水無月]鷺沢文香+,,89,鷺沢文香,Cool,SR+,True,162,45,84,54,81,23,8688,6672,28780,22102,風の契り,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2125,3e4557ac9a31de976e01c0af62991395,2444801,[聖夜の燈火]鷺沢文香,,89,鷺沢文香,Cool,SR,False,162,45,84,54,81,24,6820,6740,17903,17693,儚き物語,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 ﾗﾝﾀﾞﾑで絶大～超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2126,43a561d1471b0edb4143c7d7e392c45a,2544802,[聖夜の燈火]鷺沢文香+,,89,鷺沢文香,Cool,SR+,True,162,45,84,54,81,24,8184,8088,27111,26793,儚き物語,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 ﾗﾝﾀﾞﾑで超絶～究極ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2127,16b3879c2979dd93fcb3961151e009de,2449901,[澄天の秋風]鷺沢文香,,89,鷺沢文香,Cool,SR,False,162,45,84,54,81,25,8120,6480,21315,17010,静かな情熱,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2128,a5015bf028b92f11b86a2323e6df1e2c,2549902,[澄天の秋風]鷺沢文香+,,89,鷺沢文香,Cool,SR+,True,162,45,84,54,81,25,9744,7776,32278,25758,静かな情熱,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 究極ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2129,34b22a25affabfd3160d7d70488f7e0d,1204701,佐久間まゆ,,59,佐久間まゆ,Cute,R,False,153,40,78,54,80,8,1260,820,3308,2153,ﾘﾎﾞﾝｱﾋﾟｰﾙ,ｷｭｰﾄﾀｲﾌﾟの攻 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2130,66a161cbf5b2dbef9930d1e66a94353d,1304702,佐久間まゆ+,,59,佐久間まゆ,Cute,R+,True,153,40,78,54,80,8,1512,984,5009,3261,ﾘﾎﾞﾝｱﾋﾟｰﾙ,ｷｭｰﾄﾀｲﾌﾟの攻 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2131,8fbe508ea0cdc7965934226e987f7cf1,1205801,[ハロウィンパーティー]佐久間まゆ,,59,佐久間まゆ,Cute,R,False,153,40,78,54,80,12,1620,2900,4253,7613,ﾄﾘｯｸｵｱﾊｰﾄ,全ﾀｲﾌﾟの攻 大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:55
2132,779ae52ef5e88603c9f59a7c4bc9fc2e,1305802,[ハロウィンパーティー]佐久間まゆ+,,59,佐久間まゆ,Cute,R+,True,153,40,78,54,80,12,1944,3480,6440,11528,ﾄﾘｯｸｵｱﾊｰﾄ,全ﾀｲﾌﾟの攻 大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:55
2133,e992cd82aa6f3cb56778cdf52e6d61a7,1207601,[バレンタインパーティー]佐久間まゆ,,59,佐久間まゆ,Cute,R,False,153,40,78,54,80,12,1660,2960,4358,7770,ｽｶｰﾚｯﾄﾘﾎﾞﾝ,自分の守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2134,75dc2d3daa0e13a0a65993dca1ce22e6,1307602,[バレンタインパーティー]佐久間まゆ+,,59,佐久間まゆ,Cute,R+,True,153,40,78,54,80,12,1992,3552,6599,11766,ｽｶｰﾚｯﾄﾘﾎﾞﾝ,自分の守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2135,e25204e06ba87be0ce49d8bae0f75caf,1218301,[ミニオンルージュ]佐久間まゆ,,59,佐久間まゆ,Cute,R,False,153,40,78,54,80,14,3240,2140,8505,5618,紅の繋がり,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2136,6f2093ebbf4a981184e7438c6e9e79ad,1318302,[ミニオンルージュ]佐久間まゆ+,,59,佐久間まゆ,Cute,R+,True,153,40,78,54,80,14,3888,2568,12880,8507,紅の繋がり,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2137,b80cf6c25f6f6e2980515f52c290bbc8,1233801,[ハートリーディボート]佐久間まゆ,,59,佐久間まゆ,Cute,R,False,153,40,78,54,80,14,2760,2660,7245,6983,愛の香り,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2138,4a87333c193ee57b9701e42c1e23b4a6,1333802,[ハートリーディボート]佐久間まゆ+,,59,佐久間まゆ,Cute,R+,True,153,40,78,54,80,14,3312,3192,10972,10575,愛の香り,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2139,68906c11c99933d9b935559d28564dfb,1406201,[恋愛シンドローム]佐久間まゆ,,59,佐久間まゆ,Cute,SR,False,153,40,78,54,80,17,4560,2800,11970,7350,ｿｳｼｿｳｱｲ,全ﾀｲﾌﾟの守 特大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:55
2140,94ed4bface9d28f01026c3bd4b37b5b6,1506202,[恋愛シンドローム]佐久間まゆ+,,59,佐久間まゆ,Cute,SR+,True,153,40,78,54,80,17,5472,3360,18126,11130,ｿｳｼｿｳｱｲ,全ﾀｲﾌﾟの守 極大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:55
2141,488b63adfa1f6ee6a8094d896c06a482,1410001,[深紅の絆]佐久間まゆ,,59,佐久間まゆ,Cute,SR,False,153,40,78,54,80,19,4500,4500,11813,11813,運命のﾘﾎﾞﾝ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 特大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:55
2142,b5fcc529f14d2af14cc88049959f75e5,1510002,[深紅の絆]佐久間まゆ+,,59,佐久間まゆ,Cute,SR+,True,153,40,78,54,80,19,5400,5400,17889,17889,運命のﾘﾎﾞﾝ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 極大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:55
2143,16b8ab88018ec7d082ed5e30fe919777,1410201,[CDデビュー]佐久間まゆ,,59,佐久間まゆ,Cute,SR,False,153,40,78,54,80,11,2400,1800,6300,4725,ｴｳﾞﾘﾃﾞｲﾄﾞﾘｰﾑ,ｷｭｰﾄﾀｲﾌﾟの攻守 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2144,14945818d71edf6c58aca2f6ac285880,1510202,[CDデビュー]佐久間まゆ+,,59,佐久間まゆ,Cute,SR+,True,153,40,78,54,80,11,2880,2160,9540,7156,ｴｳﾞﾘﾃﾞｲﾄﾞﾘｰﾑ,ｷｭｰﾄﾀｲﾌﾟの攻守 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2145,9e9302ef4df411ebec766455d8639829,1415001,[永遠のキズナ]佐久間まゆ,,59,佐久間まゆ,Cute,SR,False,153,40,78,54,80,19,5360,4040,14070,10605,誓いの鐘,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2146,ee143713daf8980b379fcf4cb0781252,1515002,[永遠のキズナ]佐久間まゆ+,,59,佐久間まゆ,Cute,SR+,True,153,40,78,54,80,19,6432,4848,21306,16060,誓いの鐘,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2147,6b05c13dbff446aa54b864db247803bc,1422801,[夜の一面]佐久間まゆ,,59,佐久間まゆ,Cute,SR,False,153,40,78,54,80,20,6000,4380,15750,11498,ｱｲﾉｶｸｼｱｼﾞ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2148,65767bfe6dbd99ac9fadfc92b50b8ef4,1522802,[夜の一面]佐久間まゆ+,,59,佐久間まゆ,Cute,SR+,True,153,40,78,54,80,20,7200,5256,23850,17411,ｱｲﾉｶｸｼｱｼﾞ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2149,30108d92501e8c84f060155397d0c3cf,1425501,[夏の秘めごと]佐久間まゆ,,59,佐久間まゆ,Cute,SR,False,153,40,78,54,80,21,6340,4620,16643,12128,溺れる愛,ｷｭｰﾄのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3～4人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2150,73bf94a283339f78981639b3e49dd978,1525502,[夏の秘めごと]佐久間まゆ+,,59,佐久間まゆ,Cute,SR+,True,153,40,78,54,80,21,7608,5544,25203,18365,溺れる愛,ｷｭｰﾄのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3～4人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2151,82a3479c20cdb541e831b7c4e5545101,1430301,[紡ぐ想い]佐久間まゆ,,59,佐久間まゆ,Cute,SR,False,153,40,78,54,80,22,5840,5760,15330,15120,ｱﾅﾀﾉﾀﾒﾆ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4～5人の攻守 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2152,d57410cf13e6180f953b6a74468ce188,1530302,[紡ぐ想い]佐久間まゆ+,,59,佐久間まゆ,Cute,SR+,True,153,40,78,54,80,22,7008,6912,23214,22896,ｱﾅﾀﾉﾀﾒﾆ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4～5人の攻守 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2153,b575c60c5be78090ea7ea898230be35c,1433601,[あいの待ち人]佐久間まゆ,,59,佐久間まゆ,Cute,SR,False,153,40,78,54,80,22,6740,4820,17693,12653,わがままな手,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2154,7c594e9d082d82d137aed4b622810830,1533602,[あいの待ち人]佐久間まゆ+,,59,佐久間まゆ,Cute,SR+,True,153,40,78,54,80,22,8088,5784,26793,19161,わがままな手,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2155,3778fb8d5f804874476ab09b229a0b02,1436701,[5thアニバーサリー]佐久間まゆ,,59,佐久間まゆ,Cute,SR,False,153,40,78,54,80,20,11700,10600,30713,27826,ﾒﾓﾘｱﾙﾌｪｲﾄ,,,True,True,2018/10/09 05:41:55
2156,bbd2f79e3d424243b81065cdb02254b3,1536702,[5thアニバーサリー]佐久間まゆ+,,59,佐久間まゆ,Cute,SR+,True,153,40,78,54,80,20,11700,10600,46509,42136,ﾒﾓﾘｱﾙﾌｪｲﾄ,,,True,True,2018/10/09 05:41:55
2157,ae5998871579b27a0290534675a8ae45,1436801,[5thアニバーサリー・S]佐久間まゆ,,59,佐久間まゆ,Cute,SR,False,153,40,78,54,80,20,11700,10600,30713,27826,ﾒﾓﾘｱﾙﾌｪｲﾄ,,,True,True,2018/10/09 05:41:55
2158,992e3ae2a449f25bc4678f9bde5e327d,1536802,[5thアニバーサリー・S]佐久間まゆ+,,59,佐久間まゆ,Cute,SR+,True,153,40,78,54,80,20,11700,10600,46509,42136,ﾒﾓﾘｱﾙﾌｪｲﾄ,,,True,True,2018/10/09 05:41:55
2159,63dc0ef8f8dca8d1b7c9a19c7f523efa,1443801,[オンリーユアキューピッド]佐久間まゆ,,59,佐久間まゆ,Cute,SR,False,153,40,78,54,80,24,6800,6720,17850,17640,貫くﾊｰﾄ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 ﾗﾝﾀﾞﾑで絶大～超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2160,a24f4f0b64dc8a0a51198ed9932b8a5a,1543802,[オンリーユアキューピッド]佐久間まゆ+,,59,佐久間まゆ,Cute,SR+,True,153,40,78,54,80,24,8160,8064,27030,26712,貫くﾊｰﾄ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 ﾗﾝﾀﾞﾑで超絶～究極ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
2161,7a620c8353ee0a8860d5ab52a6e92ca9,1450201,[甘美なる宝石]佐久間まゆ,,59,佐久間まゆ,Cute,SR,False,153,40,78,54,80,25,8140,6500,21368,17063,愛を召し上がれ,ｷｭｰﾄのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:55
